,generation,mother,father,child,child_no,mutation
1848,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1849,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|10|16|12|12|14|7|7|19|13|11|10|10|10|10|10|10|9|10|10|10,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1850,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|9|9|10|10|10,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
1851,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|14|15|15|12|14|10|8|18|12|10|10|10|10|10|10|10|9|10|10|10,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|1.0|-3.0|0.0|0.0|-3.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1852,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|6.0|5.0|2.0|10.0|10.0|15.0|15.0|2.0|6.0|2.0|10|10|10|10|10|10|9|10|10|10,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|11.0|10.0|2.0|4.0|-8.0|-7.0|17.0|7.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1853,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|12|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1854,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1855,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|10|16|12|12|14|7|8|19|13|11|9|10|10|10|10|9|8|10|10|10,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0
1856,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.34|0.58|0.74|0.71|0.52|0.61|0.91|0.34|0.7|0.12|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,12.0,-0.06|-0.18|0.08|0.1|-0.18|0.09|-0.36|-0.24|-0.02|0.71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1857,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1858,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|10|17|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1859,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.47|0.01|0.23|0.59|0.25|0.81|0.64|0.78|0.89|0.48|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,15.0,-0.19|0.39|0.59|0.22|0.09|-0.11|-0.09|-0.68|-0.21|0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1860,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|11|18|15|14|15|7|11|18|15|10|10|10|10|10|10|10|9|10|10|10,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-3.0|-2.0|-1.0|0.0|-3.0|1.0|-2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1861,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|5.0|6.0|15.0|6.0|6.0|10.0|3.0|10.0|6.0|3.0|10|10|10|10|10|10|9|10|10|10,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|10.0|-3.0|6.0|8.0|-3.0|5.0|9.0|7.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1862,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|9|10,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
1863,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1864,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|13|18|11|12|16|8|7|20|13|14|10|10|10|10|10|10|9|10|10|10,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|1.0|0.0|-2.0|-1.0|1.0|-1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1865,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1866,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|9|9|10|10|10,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
1867,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,1.0|0.82|0.03|0.81|0.33|0.06|0.85|0.32|0.42|0.59|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,8.0,-0.46|-0.41|0.52|-0.31|0.19|0.58|-0.37|-0.03|0.15|-0.08|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1868,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1869,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|18|13|11|10|10|10|10|10|10|9|10|10|10,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1870,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|15.0|5.0|10.0|5.0|10.0|10.0|10.0|10.0|2.0|15.0|10|10|10|10|10|10|9|10|10|10,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|11.0|2.0|7.0|4.0|-3.0|-2.0|9.0|11.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1871,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|5.0|5.0|10.0|5.0|2.0|2.0|2.0|10.0|3.0|3.0|10|10|10|10|10|10|9|10|10|10,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|11.0|2.0|7.0|12.0|5.0|6.0|9.0|10.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1872,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|6.0|2.0|6.0|3.0|5.0|3.0|10.0|3.0|5.0|5.0|10|10|10|10|10|10|9|10|10|10,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|14.0|6.0|9.0|9.0|4.0|-2.0|16.0|8.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1873,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1874,125,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1875,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|5.0|10.0|6.0|6.0|3.0|3.0|2.0|2.0|10.0|2.0|10|10|10|10|10|10|9|10|10|10,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|6.0|6.0|6.0|11.0|4.0|6.0|17.0|3.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1876,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|11|16|12|12|14|7|8|19|13|11|9|10|9|10|10|10|8|10|9|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0
1877,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|11|16|12|12|14|7|8|19|13|11|9|9|9|10|10|10|9|9|9|10,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0
1878,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|15.0|10.0|15.0|3.0|3.0|2.0|3.0|3.0|10.0|6.0|10|10|10|10|10|10|9|10|10|10,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|6.0|-3.0|9.0|11.0|5.0|5.0|16.0|3.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1879,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.65|0.61|0.38|0.4|0.31|0.06|0.92|0.11|0.44|0.12|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,5.0,-0.03|-0.19|0.1|0.03|0.25|0.57|-0.47|0.25|0.1|0.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1880,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|2.0|10.0|15.0|3.0|6.0|6.0|5.0|5.0|3.0|5.0|10|10|10|10|10|10|9|10|10|10,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|6.0|-3.0|9.0|8.0|1.0|3.0|14.0|10.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1881,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|10|16|12|12|14|7|8|19|13|11|10|9|10|10|9|10|10|10|9|10,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|-1.0|0.0|1.0|0.0
1882,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|10|16|12|12|14|7|8|19|13|11|10|10|10|9|10|9|9|9|9|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0
1883,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|10|16|12|12|14|7|9|19|13|11|10|10|10|10|10|10|9|10|10|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1884,126,0.54|0.41|0.55|0.5|0.52|0.64|0.48|0.29|0.57|0.51|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.7|0.42|0.41|0.36|0.6|0.62|0.43|0.42|0.51|0.34|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.62|0.42|0.48|0.43|0.56|0.63|0.45|0.36|0.54|0.43|10|16|12|12|14|7|8|19|13|11|10|10|9|9|10|10|10|9|10|10,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|-1.0|1.0|0.0|0.0
