,generation,mother,father,child,child_no,mutation
256,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|3.0|3.0|5|5|3|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
257,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.67|0.58|0.66|0.9|10.0|6.0|4.0|3.0|5|5|4|5,6.0,0.16999999999999993|0.010000000000000009|-0.030000000000000027|-0.28|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
258,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,7.0,0.010000000000000009|0.58|0.030000000000000027|0.43|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
259,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|13.0|6.0|6.0|4.0|5|5|4|5,8.0,0.0|0.0|0.0|0.0|-3.0|0.0|-2.0|-1.0|0.0|0.0|0.0|0.0
260,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.19|0.46|0.25|0.52|10.0|6.0|4.0|3.0|5|5|4|5,9.0,0.6499999999999999|0.12999999999999995|0.38|0.09999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
261,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|13.0|5.0|5.0|3.0|5|5|4|5,1.0,0.0|0.0|0.0|0.0|-3.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0
262,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|10.0|6.0|4.0|3.0|5|5|6|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
263,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|10.0|5.0|3.0|3.0|5|5|5|5,3.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
264,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|10.0|6.0|5.0|3.0|5|5|3|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0
265,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|11.0|6.0|4.0|3.0|4|5|4|5,5.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
266,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|10.0|6.0|3.0|3.0|5|4|3|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0
267,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|10.0|6.0|4.0|3.0|4|5|5|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0
268,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.84|0.3|0.62|0.4|9.0|6.0|3.0|3.0|5|5|3|5,8.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
269,31,0.83|0.01|0.6|0.19|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,0.09|0.37|0.89|0.14|10.0|6.0|4.0|3.0|5|5|5|5,9.0,0.75|-0.07|-0.27|0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
270,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,1.0,0.62|-0.19000000000000006|-0.17000000000000004|0.41000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
271,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|7.0|3.0|3.0|5|4|4|5,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
272,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|11.0|6.0|3.0|3.0|5|4|4|5,3.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
273,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|11.0|9.0|3.0|5.0|5|6|4|5,4.0,0.0|0.0|0.0|0.0|-1.0|-3.0|0.0|-2.0|0.0|0.0|0.0|0.0
274,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.42|0.32|0.01|0.49|10.0|6.0|3.0|3.0|5|5|4|5,5.0,0.42|0.26999999999999996|0.62|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
275,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|9.0|6.0|3.0|3.0|5|6|5|4,6.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
276,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|9.0|6.0|3.0|3.0|5|6|4|4,7.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
277,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|3.0|3.0|5|4|4|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0
278,32,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|11.0|5.0|5.0|5.0|5|6|4|4,9.0,0.0|0.0|0.0|0.0|-1.0|1.0|-2.0|-2.0|0.0|0.0|0.0|0.0
279,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|9.0|6.0|3.0|3.0|6|5|4|5,1.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
280,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|10.0|6.0|3.0|3.0|5|5|4|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
281,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|10.0|6.0|3.0|3.0|5|6|4|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
282,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|10.0|6.0|3.0|3.0|5|4|4|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
283,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|9.0|6.0|3.0|3.0|5|5|4|5,5.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
284,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.96|0.86|0.37|0.15|10.0|6.0|3.0|3.0|5|5|4|5,6.0,-0.41999999999999993|-0.21999999999999997|0.27|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
285,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|9.0|6.0|3.0|3.0|4|5|4|5,7.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
286,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|10.0|6.0|3.0|3.0|5|4|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
287,33,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,0.54|0.64|0.64|0.4|10.0|6.0|3.0|3.0|5|5|3|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
288,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|10.0|6.0|3.0|3.0|6|5|4|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
289,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|10.0|7.0|3.0|3.0|5|5|4|5,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
290,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|10.0|6.0|3.0|3.0|6|6|4|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
291,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,4.0,-0.04999999999999999|0.31999999999999995|0.48000000000000004|-0.23000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
292,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|10.0|6.0|3.0|3.0|4|6|5|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|-1.0
293,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,6.0,-0.38999999999999996|0.13|0.5900000000000001|-0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
294,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|9.0|6.0|3.0|3.0|4|5|4|5,7.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
295,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|10.0|6.0|3.0|3.0|5|4|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
296,34,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,0.33|0.88|0.81|0.31|10.0|7.0|3.0|3.0|6|6|4|5,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0|0.0|0.0
297,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.28|0.17|0.43|0.08|10.0|6.0|3.0|3.0|5|6|4|5,1.0,0.27|0.49|-0.14999999999999997|0.41|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
298,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.01|0.63|0.1|0.63|10.0|6.0|3.0|3.0|5|6|4|5,2.0,0.54|0.030000000000000027|0.18000000000000002|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
299,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,3.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
300,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|10.0|7.0|3.0|3.0|5|6|4|5,4.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
301,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|10.0|6.0|4.0|3.0|5|6|4|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
302,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|10.0|5.0|3.0|3.0|4|6|4|5,6.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0
303,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|9.0|6.0|3.0|3.0|6|6|4|5,7.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
304,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|10.0|6.0|4.0|3.0|4|6|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0
305,35,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.72|0.75|0.22|0.44|10.0|6.0|3.0|3.0|5|6|4|5,0.55|0.66|0.28|0.49|9.0|6.0|3.0|5.0|5|6|4|5,9.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0
306,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|4|6|4|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
307,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.47|0.97|0.52|0.23|10.0|6.0|3.0|3.0|5|6|4|5,2.0,-0.16999999999999998|-0.29999999999999993|0.04999999999999993|0.15|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
308,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
309,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.62|0.2|0.06|0.48|10.0|6.0|3.0|3.0|5|6|4|5,4.0,-0.32|0.47000000000000003|0.51|-0.09999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
310,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|9.0|6.0|3.0|3.0|4|6|4|5,5.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
311,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|6|5|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
312,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|4|5|4|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0
313,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|6|5|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
314,36,0.22|0.78|0.8|0.21|10.0|6.0|3.0|3.0|5|6|4|5,0.38|0.56|0.33|0.54|10.0|6.0|3.0|3.0|5|6|4|5,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|6|3|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
315,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|11.0|6.0|3.0|3.0|4|8|4|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|0.0
316,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|4.0|3.0|6|7|4|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0
317,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
318,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.14|0.21|0.5|0.46|10.0|6.0|3.0|3.0|5|7|4|5,4.0,0.29|0.45000000000000007|-0.08000000000000002|-0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
319,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|9.0|6.0|3.0|3.0|5|7|4|5,5.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
320,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|11.0|6.0|3.0|3.0|6|7|4|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
321,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|11.0|6.0|3.0|3.0|4|8|4|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|1.0
322,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|11.0|6.0|3.0|3.0|6|7|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
323,37,0.3|0.67|0.57|0.38|10.0|6.0|3.0|3.0|5|7|4|5,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|7.0|3.0|3.0|5|7|3|5,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0
324,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|10.0|6.0|4.0|3.0|4|7|3|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0
325,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|10.0|7.0|3.0|2.0|5|7|4|5,2.0,0.0|0.0|0.0|0.0|1.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0
326,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|10.0|6.0|3.0|3.0|5|7|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
327,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.94|0.74|0.08|0.92|10.0|6.0|3.0|3.0|5|7|3|5,4.0,-0.44999999999999996|-0.07999999999999996|0.26999999999999996|-0.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
328,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.79|0.99|0.26|0.1|11.0|6.0|3.0|3.0|5|7|3|5,5.0,-0.30000000000000004|-0.32999999999999996|0.08999999999999997|0.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
329,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|10.0|6.0|3.0|3.0|6|7|3|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
330,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|11.0|6.0|4.0|3.0|5|7|4|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
331,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|11.0|7.0|3.0|3.0|5|8|4|5,8.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0
332,38,0.55|0.66|0.28|0.49|11.0|6.0|3.0|3.0|5|7|4|5,0.43|0.66|0.42|0.44|10.0|6.0|3.0|3.0|5|7|3|5,0.49|0.66|0.35|0.46|10.0|6.0|3.0|3.0|5|8|4|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
